ActualDateDisplay,Sector,ScoreType,DemandScore,ExportScore,InvestmentScore,EmploymentScore,TotalLabourCostsScore,PayScore,PreTaxProfitsScore
7/1/2010,Production,Future,0,0,1,0,2,2,2
7/1/2010,Production,Future,-2,4,0,0,-3,2,0
7/1/2010,Production,Future,3,4,2,4,2,0,3
7/1/2010,Production,Future,4,4,4,2,1,2,-3
7/1/2010,Business and financial services,Future,5,0,3,3,2,1,2
7/1/2010,Production,Future,0,4,1,0,1,1,-2
7/1/2010,Business and financial services,Future,4,0,3,2,4,3,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,3,2,2,2,2,2,2
7/1/2010,"Transport, storage and communications",Future,3,1,0,0,2,2,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,5,1,0,0,0,2,0
7/1/2010,"Transport, storage and communications",Future,1,0,0,0,3,2,3
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,3,0,0,-1,0,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,4,-3,2,0,0,-2
7/1/2010,"Transport, storage and communications",Future,1,3,0,-2,1,1,-2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,3,2,2,0,1,1,0
7/1/2010,Production,Future,1,1,0,-3,1,1,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-1,3,-1,-1,-1,1,2
7/1/2010,Business and financial services,Future,1,1,-4,-1,1,2,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,2,2,3,2,2,2
7/1/2010,Business and financial services,Future,-1,-4,3,-2,0,0,3
7/1/2010,Production,Future,3,0,-2,1,0,3,2
7/1/2010,Business and financial services,Future,1,1,2,0,2,2,0
7/1/2010,Business and financial services,Future,4,1,0,2,2,2,4
7/1/2010,Production,Future,0,1,2,-1,0,0,1
7/1/2010,Production,Future,1,2,4,1,1,0,5
7/1/2010,"Transport, storage and communications",Future,4,0,2,2,4,4,3
7/1/2010,Production,Future,2,2,-2,2,2,1,0
7/1/2010,Business and financial services,Future,2,1,0,-2,2,2,1
7/1/2010,Production,Future,-3,3,3,-1,2,1,2
7/1/2010,Business and financial services,Future,0,3,-2,0,0,2,0
7/1/2010,Business and financial services,Future,2,1,0,1,1,0,1
7/1/2010,Business and financial services,Future,1,4,-2,1,0,0,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-2,2,1,0,1,1,-2
7/1/2010,Business and financial services,Future,4,4,0,3,2,1,3
7/1/2010,Production,Future,0,0,1,0,2,2,1
7/1/2010,Business and financial services,Future,1,2,0,-1,2,2,1
7/1/2010,Business and financial services,Future,2,1,0,1,1,1,1
7/1/2010,Business and financial services,Future,1,2,0,0,1,1,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-2,0,3,0,2,3,3
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,2,2,0,1,2,1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-2,1,0,1,1,1,1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,0,4,0,1,1,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,2,0,0,0,0,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,2,-1,1,2,1,0
7/1/2010,Production,Future,-3,5,1,2,-2,0,1
7/1/2010,Production,Future,1,2,1,1,1,0,0
7/1/2010,Production,Future,4,3,3,2,2,2,2
7/1/2010,Production,Future,-1,2,4,0,2,0,2
7/1/2010,Production,Future,-3,-3,-3,-3,2,2,2
7/1/2010,Production,Future,0,-2,1,-2,1,1,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,3,2,0,2,2,-4
7/1/2010,Business and financial services,Future,1,4,0,1,2,0,-1
7/1/2010,"Transport, storage and communications",Future,3,-5,3,0,3,3,3
7/1/2010,Production,Future,2,2,3,0,2,1,2
7/1/2010,"Transport, storage and communications",Future,-2,0,0,-2,0,0,0
7/1/2010,Production,Future,-1,1,0,-1,1,1,-1
7/1/2010,"Transport, storage and communications",Future,5,2,4,2,3,3,3
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-1,1,0,0,1,1,-1
7/1/2010,Business and financial services,Future,2,1,0,1,1,1,1
7/1/2010,Business and financial services,Future,5,1,5,1,1,0,2
7/1/2010,Production,Future,1,0,-1,0,1,1,-1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,0,0,0,0,2,-1
7/1/2010,Business and financial services,Future,0,0,2,1,1,1,1
7/1/2010,Production,Future,-1,2,5,4,2,2,1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-2,2,0,0,0,0,-2
7/1/2010,Business and financial services,Future,0,2,0,0,2,1,-2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,2,3,-1,1,1,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,1,0,0,2,0,0
7/1/2010,Production,Future,2,3,0,0,2,2,2
7/1/2010,Business and financial services,Future,1,1,3,0,2,2,-1
7/1/2010,Production,Future,2,1,0,4,0,0,0
7/1/2010,"Transport, storage and communications",Future,1,1,-2,-1,4,4,1
7/1/2010,Production,Future,-3,1,4,0,1,2,-3
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,1,0,0,2,2,1
7/1/2010,Business and financial services,Future,0,3,-4,-1,0,1,-1
7/1/2010,Business and financial services,Future,0,1,1,-1,0,3,2
7/1/2010,Production,Future,1,0,3,0,1,1,1
7/1/2010,Production,Future,3,3,3,0,-2,1,2
7/1/2010,Production,Future,3,4,-1,4,1,1,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,2,3,0,1,0,-2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,2,1,0,1,0,1
7/1/2010,"Transport, storage and communications",Future,2,3,1,0,3,2,2
7/1/2010,Production,Future,0,1,0,3,2,2,-1
7/1/2010,Production,Future,2,-1,0,0,2,2,2
7/1/2010,Production,Future,5,3,4,-1,2,0,-1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,3,3,2,2,2,3
7/1/2010,Production,Future,-1,1,1,0,0,0,-1
7/1/2010,Production,Future,0,2,0,0,4,0,1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,0,2,-1,2,1,-1
7/1/2010,"Transport, storage and communications",Future,2,3,2,3,2,3,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,0,2,0,2,1,2
7/1/2010,Business and financial services,Future,2,1,2,1,3,2,1
7/1/2010,Production,Future,-1,3,0,-1,1,1,-4
7/1/2010,"Transport, storage and communications",Future,3,2,2,2,3,1,4
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,1,0,0,1,1,1
7/1/2010,Production,Future,3,4,1,0,1,1,0
7/1/2010,Business and financial services,Future,1,1,2,0,1,0,1
7/1/2010,Production,Future,2,1,1,0,2,2,1
7/1/2010,Business and financial services,Future,0,0,0,0,1,1,0
7/1/2010,Production,Future,0,0,0,0,2,0,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,2,3,-1,1,2,3
7/1/2010,Production,Future,-5,2,-2,0,0,0,1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-4,2,-3,-4,1,0,-3
7/1/2010,Business and financial services,Future,1,2,1,1,0,2,1
7/1/2010,Business and financial services,Future,-1,1,-1,-1,1,0,-1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,1,0,0,1,1,3
7/1/2010,Production,Future,0,0,1,0,0,1,1
7/1/2010,Production,Future,0,2,0,0,0,0,2
7/1/2010,"Transport, storage and communications",Future,0,4,5,0,1,1,-2
7/1/2010,Business and financial services,Future,1,3,2,2,2,2,2
7/1/2010,Production,Future,-2,-2,0,-3,1,1,2
7/1/2010,Production,Future,5,3,3,3,2,2,2
7/1/2010,Business and financial services,Future,4,4,1,4,2,2,2
7/1/2010,Production,Future,3,3,2,0,3,3,2
7/1/2010,Production,Future,3,3,0,1,2,2,1
7/1/2010,Business and financial services,Future,-5,2,3,1,3,0,1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,1,2,0,0,2,0
7/1/2010,"Transport, storage and communications",Future,2,3,1,1,3,3,3
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,3,2,0,1,0,2
7/1/2010,Business and financial services,Future,1,3,0,1,1,0,0
7/1/2010,Business and financial services,Future,-1,0,0,2,1,1,0
7/1/2010,Business and financial services,Future,0,1,0,0,2,0,0
7/1/2010,Production,Future,1,0,3,1,1,0,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,1,0,0,0,0,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,5,-2,-1,1,1,0
7/1/2010,Production,Future,1,3,0,-2,1,1,-1
7/1/2010,Production,Future,0,0,0,0,1,1,-2
7/1/2010,Production,Future,2,1,2,1,1,1,0
7/1/2010,Business and financial services,Future,2,4,2,2,2,2,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,3,3,2,1,2,2,2
7/1/2010,"Transport, storage and communications",Future,2,4,0,0,0,0,1
7/1/2010,"Transport, storage and communications",Future,1,1,0,1,2,2,1
7/1/2010,Production,Future,2,2,-2,0,2,1,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,0,0,0,1,1,1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,0,5,0,0,0,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,3,3,1,2,1,1,-2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,1,-2,3,0,0,1
7/1/2010,Production,Future,2,2,0,3,2,2,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-2,3,-1,0,0,0,-2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,3,1,-2,0,1,1,2
7/1/2010,Production,Future,3,1,2,0,0,3,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-1,2,0,1,1,2,0
7/1/2010,Business and financial services,Future,1,0,0,0,1,1,-3
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,2,0,0,2,0,-2
7/1/2010,Production,Future,-1,1,0,0,3,3,-1
7/1/2010,Production,Future,-2,1,1,-1,1,1,-2
7/1/2010,Production,Future,3,4,0,3,2,2,3
7/1/2010,Production,Future,-2,-1,1,1,1,0,-2
7/1/2010,"Transport, storage and communications",Future,0,1,-5,0,0,0,2
7/1/2010,Production,Future,1,1,2,0,2,1,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-1,2,1,0,0,0,3
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-2,1,0,-2,2,1,0
7/1/2010,"Transport, storage and communications",Future,2,2,-2,0,2,0,2
7/1/2010,Business and financial services,Future,2,2,-3,-2,2,0,1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,3,1,1,2,1,0
7/1/2010,"Transport, storage and communications",Future,0,3,2,-1,3,2,-1
7/1/2010,Business and financial services,Future,-4,3,0,-1,0,0,-4
7/1/2010,Business and financial services,Future,-1,2,0,-1,0,0,-2
7/1/2010,Production,Future,4,4,2,0,2,2,4
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,2,0,1,3,2,0
7/1/2010,Business and financial services,Future,1,4,0,-2,2,2,-1
7/1/2010,Production,Future,3,0,0,0,1,2,2
7/1/2010,"Transport, storage and communications",Future,1,2,1,0,2,2,1
7/1/2010,Business and financial services,Future,1,1,1,0,3,2,2
7/1/2010,Production,Future,0,2,0,0,0,4,0
7/1/2010,Business and financial services,Future,-1,-5,0,0,1,2,-1
7/1/2010,Business and financial services,Future,-3,0,0,-2,1,0,-4
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,2,0,0,1,2,0
7/1/2010,Production,Future,0,3,0,-1,3,0,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,4,2,3,2,1,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,0,1,0,0,0,2
7/1/2010,Production,Future,2,1,5,0,1,2,3
7/1/2010,"Transport, storage and communications",Future,-3,2,3,0,2,0,-2
7/1/2010,Production,Future,-1,1,3,1,2,2,2
7/1/2010,Business and financial services,Future,1,2,1,0,0,2,1
7/1/2010,Production,Future,-3,2,0,-4,0,0,2
7/1/2010,Production,Future,4,3,-2,0,3,1,1
7/1/2010,Business and financial services,Future,2,4,0,0,1,1,3
7/1/2010,Business and financial services,Future,0,1,0,0,2,2,0
7/1/2010,Business and financial services,Future,2,2,3,2,2,2,1
7/1/2010,Production,Future,2,2,-1,0,-3,1,2
7/1/2010,Business and financial services,Future,0,2,0,0,0,1,1
7/1/2010,Business and financial services,Future,2,0,1,0,2,2,0
7/1/2010,Production,Future,1,2,1,-2,-2,1,1
7/1/2010,Production,Future,1,1,3,0,0,1,1
7/1/2010,"Transport, storage and communications",Future,0,1,3,-2,3,3,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,4,1,2,1,3,2,3
7/1/2010,"Transport, storage and communications",Future,1,2,0,0,1,1,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,3,1,2,1,1,1,1
7/1/2010,Production,Future,-2,4,1,0,1,0,-1
7/1/2010,Production,Future,1,2,0,3,-1,2,0
7/1/2010,Business and financial services,Future,2,2,2,1,2,2,2
7/1/2010,Production,Future,3,3,2,1,3,3,2
7/1/2010,Production,Future,-1,0,1,1,0,0,2
7/1/2010,Business and financial services,Future,2,0,2,1,0,3,1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,2,0,-1,1,1,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,3,0,0,0,1,2,3
7/1/2010,Production,Future,-1,2,0,-1,0,0,-1
7/1/2010,Production,Future,0,0,1,1,2,2,0
7/1/2010,Production,Future,0,0,1,0,-2,2,1
7/1/2010,Production,Future,3,0,2,2,1,2,1
7/1/2010,Business and financial services,Future,-4,0,0,0,0,0,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,3,-1,0,1,2,2
7/1/2010,"Transport, storage and communications",Future,3,3,4,0,2,0,1
7/1/2010,Business and financial services,Future,2,3,4,0,2,1,-1
7/1/2010,Production,Future,3,0,1,0,0,2,1
7/1/2010,"Transport, storage and communications",Future,-4,2,-4,-2,0,1,-2
7/1/2010,Production,Future,3,1,0,1,0,1,3
7/1/2010,"Transport, storage and communications",Future,0,0,0,0,1,1,1
7/1/2010,"Transport, storage and communications",Future,0,3,3,-1,1,0,1
7/1/2010,Business and financial services,Future,1,0,-3,-1,1,1,2
7/1/2010,Production,Future,1,1,2,0,2,2,2
7/1/2010,"Transport, storage and communications",Future,5,0,3,3,2,2,3
7/1/2010,Business and financial services,Future,2,0,1,0,2,2,0
7/1/2010,Business and financial services,Future,2,0,3,1,2,1,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,1,2,1,1,1,-2
7/1/2010,Production,Future,3,3,-1,3,3,1,1
7/1/2010,Production,Future,2,0,0,1,1,1,0
7/1/2010,"Transport, storage and communications",Future,1,-2,0,2,1,3,4
7/1/2010,Business and financial services,Future,-5,0,2,0,0,3,1
7/1/2010,Production,Future,3,2,1,0,2,1,-3
7/1/2010,Business and financial services,Future,2,2,1,0,1,1,2
7/1/2010,Production,Future,1,1,0,0,1,0,-4
7/1/2010,Business and financial services,Future,1,1,2,1,0,0,1
7/1/2010,Production,Future,0,2,0,0,2,1,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,3,5,0,2,3,2
7/1/2010,Business and financial services,Future,0,1,-5,0,1,0,0
7/1/2010,Business and financial services,Future,1,2,2,2,3,2,1
7/1/2010,Business and financial services,Future,0,2,3,0,2,0,1
7/1/2010,Production,Future,2,3,2,1,1,2,2
7/1/2010,Business and financial services,Future,0,3,-1,0,2,0,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,3,0,0,2,0,1
7/1/2010,Production,Future,2,2,3,2,2,2,2
7/1/2010,Production,Future,2,0,3,2,2,1,1
7/1/2010,Production,Future,1,1,1,0,1,2,-1
7/1/2010,Production,Future,1,2,3,1,2,2,0
7/1/2010,Production,Future,3,5,-2,0,1,2,2
7/1/2010,"Transport, storage and communications",Future,1,2,1,1,2,2,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,3,3,2,0,1,1,2
7/1/2010,Production,Future,1,1,2,0,1,2,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-1,0,2,1,2,2,3
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-3,3,1,0,0,1,1
7/1/2010,"Transport, storage and communications",Future,0,-1,0,0,3,0,3
7/1/2010,Production,Future,3,0,4,1,1,1,2
7/1/2010,Production,Future,1,4,0,1,1,1,-1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,4,0,0,1,1,0
7/1/2010,Production,Future,2,2,2,0,-1,-2,3
7/1/2010,Production,Future,2,2,2,0,2,2,-1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,1,1,-1,3,1,0
7/1/2010,Production,Future,2,2,-4,0,0,1,2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,3,0,0,2,2,0
7/1/2010,Production,Future,0,-1,-2,0,0,0,-2
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,0,0,-1,1,1,2
7/1/2010,Production,Future,3,4,0,0,0,2,-1
7/1/2010,Production,Future,0,0,3,-1,2,1,1
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,5,1,-1,2,1,2,3
7/1/2010,Production,Future,2,4,2,-2,0,0,2
7/1/2010,Business and financial services,Future,2,3,2,0,1,1,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,3,0,-1,0,0,2
7/1/2010,Business and financial services,Future,0,5,2,-2,0,0,2
7/1/2010,Production,Future,-1,4,0,3,1,0,0
7/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,4,3,0,0,2,1,3
10/1/2010,Production,Future,2,4,1,1,4,3,-1
10/1/2010,Production,Future,0,0,0,0,4,4,-4
10/1/2010,Business and financial services,Future,4,4,5,4,1,1,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,1,4,0,2,2,2
10/1/2010,"Transport, storage and communications",Future,2,3,2,0,0,1,3
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,4,3,2,1,1,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,5,0,1,0,0,0
10/1/2010,Business and financial services,Future,1,1,0,0,4,2,1
10/1/2010,Business and financial services,Future,1,0,2,1,2,2,-1
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,0,0,-2,0,0,0
10/1/2010,Business and financial services,Future,0,2,0,0,1,1,-1
10/1/2010,Production,Future,0,3,0,-3,1,1,0
10/1/2010,"Transport, storage and communications",Future,3,1,-2,0,2,2,3
10/1/2010,"Transport, storage and communications",Future,5,4,2,2,2,0,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,2,1,0,1,1,0
10/1/2010,Business and financial services,Future,2,0,1,0,0,0,2
10/1/2010,Production,Future,-2,3,0,-5,0,0,-4
10/1/2010,"Transport, storage and communications",Future,-2,2,0,3,2,2,-2
10/1/2010,Production,Future,0,-2,2,0,2,2,3
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,0,2,-1,1,1,0
10/1/2010,"Transport, storage and communications",Future,1,2,1,1,2,2,2
10/1/2010,Business and financial services,Future,2,1,4,2,3,3,1
10/1/2010,Business and financial services,Future,0,2,0,0,0,0,-1
10/1/2010,Production,Future,0,0,0,0,2,0,1
10/1/2010,Production,Future,1,3,2,0,1,1,1
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,3,-1,1,3,2,2
10/1/2010,Business and financial services,Future,1,0,-4,0,0,0,0
10/1/2010,Production,Future,2,2,0,-1,0,2,2
10/1/2010,Business and financial services,Future,-3,2,2,-1,0,0,-2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,5,3,0,2,3,3,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,3,-2,0,2,2,0
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-2,3,2,-2,1,1,-2
10/1/2010,Production,Future,0,0,0,0,2,2,0
10/1/2010,Production,Future,2,3,0,1,1,1,2
10/1/2010,Business and financial services,Future,2,3,2,3,2,2,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,1,3,0,2,2,0
10/1/2010,"Transport, storage and communications",Future,-2,2,-2,-5,1,1,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,4,-2,0,1,2,1
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-2,1,0,0,2,2,-1
10/1/2010,Production,Future,0,1,4,0,0,0,0
10/1/2010,Production,Future,3,0,4,0,0,1,-2
10/1/2010,Production,Future,1,2,0,0,0,0,0
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,2,2,0,0,0,2
10/1/2010,Business and financial services,Future,0,2,0,1,2,2,0
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,4,2,-1,2,1,2
10/1/2010,Business and financial services,Future,5,1,0,3,2,2,3
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,2,4,4,2,0,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,3,0,1,-3,0,3
10/1/2010,Production,Future,2,0,0,0,0,0,1
10/1/2010,Business and financial services,Future,3,2,2,3,3,1,2
10/1/2010,Business and financial services,Future,0,2,-3,0,1,1,0
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,3,1,0,2,0,0
10/1/2010,Production,Future,1,0,0,0,1,1,1
10/1/2010,Production,Future,3,2,0,2,2,1,1
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,1,0,0,2,2,0
10/1/2010,Production,Future,3,2,0,0,2,0,-1
10/1/2010,Business and financial services,Future,-1,3,1,0,1,0,-2
10/1/2010,Production,Future,-5,2,0,0,2,1,0
10/1/2010,"Transport, storage and communications",Future,2,4,3,0,1,1,1
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,2,1,-1,0,1,-1
10/1/2010,Production,Future,2,1,0,3,3,2,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-1,3,0,0,3,2,1
10/1/2010,Business and financial services,Future,0,0,1,3,1,2,1
10/1/2010,Production,Future,1,1,5,0,2,2,0
10/1/2010,"Transport, storage and communications",Future,2,2,3,1,2,0,0
10/1/2010,"Transport, storage and communications",Future,1,2,2,1,0,0,0
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,-1,-2,0,1,1,2
10/1/2010,Production,Future,0,2,0,-3,2,2,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,3,0,1,2,1,0
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,3,4,-1,0,2,0
10/1/2010,Business and financial services,Future,3,2,2,0,0,0,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,4,3,2,1,1,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,3,2,3,2,2,2,2
10/1/2010,Production,Future,3,4,2,1,0,0,3
10/1/2010,Production,Future,-4,1,4,-4,0,0,-4
10/1/2010,Production,Future,0,3,-1,0,1,1,1
10/1/2010,Production,Future,0,2,0,0,0,0,0
10/1/2010,Production,Future,4,2,-3,4,2,2,2
10/1/2010,Business and financial services,Future,1,2,3,3,3,3,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,0,0,0,0,1,3
10/1/2010,Business and financial services,Future,3,3,3,3,3,3,-2
10/1/2010,Business and financial services,Future,0,3,1,2,1,1,-1
10/1/2010,Business and financial services,Future,-3,4,0,2,2,2,0
10/1/2010,Business and financial services,Future,3,2,-2,3,0,0,-1
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-3,2,1,2,0,0,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,2,3,4,2,2,0
10/1/2010,Production,Future,3,3,4,2,4,3,3
10/1/2010,Business and financial services,Future,0,1,4,1,2,1,1
10/1/2010,Business and financial services,Future,4,5,1,3,3,3,2
10/1/2010,Business and financial services,Future,2,4,2,0,1,1,2
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,3,2,1,0,0,0
10/1/2010,Production,Future,0,0,4,0,2,2,-4
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,0,1,0,2,0,1
10/1/2010,Business and financial services,Future,-5,1,-3,-4,0,0,-2
10/1/2010,Production,Future,1,3,0,0,2,2,2
10/1/2010,"Transport, storage and communications",Future,3,1,2,0,2,2,2
10/1/2010,Production,Future,2,4,4,0,1,1,3
10/1/2010,Production,Future,3,4,4,2,1,2,3
10/1/2010,Business and financial services,Future,0,3,3,-1,0,1,1
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,3,5,0,2,2,1
10/1/2010,Production,Future,3,3,4,2,2,2,3
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,3,1,0,1,0,2
10/1/2010,Production,Future,0,3,0,0,-1,0,0
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-1,1,0,0,1,1,2
10/1/2010,Business and financial services,Future,1,3,0,0,2,2,1
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,-2,2,-2,0,0,0,1
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,2,2,-1,-1,1,1,1
10/1/2010,Business and financial services,Future,2,2,2,0,0,0,-2
10/1/2010,Production,Future,2,3,3,1,2,2,2
10/1/2010,Business and financial services,Future,-1,4,0,0,0,0,2
10/1/2010,Business and financial services,Future,-2,2,0,0,0,0,-1
10/1/2010,Business and financial services,Future,0,0,3,0,0,0,1
10/1/2010,"Transport, storage and communications",Future,1,1,1,0,1,1,1
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,0,0,0,1,2,2,-1
10/1/2010,Production,Future,3,3,3,0,1,2,2
10/1/2010,Production,Future,0,1,4,-1,2,2,-3
10/1/2010,"Distribution, hotels, catering, arts, entertainment, recreation and other services",Future,1,4,2,-2,1,1,0
